223,7.8958
224,90.0
225,9.35
226,10.5
227,7.25
228,13.0
229,25.4667
230,83.475
231,7.775
232,13.5
233,31.3875
234,10.5
235,7.55
236,26.0
237,26.25
238,10.5
239,12.275
240,14.4542
241,15.5
242,10.5
243,7.125
244,7.225
245,90.0
246,7.775
247,14.5
248,52.5542
249,26.0
250,7.25
251,10.4625
252,26.55
253,16.1
254,20.2125
255,15.2458
256,79.2
257,86.5
258,512.3292
259,26.0
260,7.75
261,31.3875
262,79.65
263,0.0
264,7.75
265,10.5
266,39.6875
267,7.775
268,153.4625
269,135.6333
270,31.0
271,0.0
272,19.5
273,29.7
274,7.75
275,77.9583
276,7.75
277,0.0
278,29.125
279,20.25
280,7.75
281,7.8542
282,9.5
283,8.05
284,26.0
285,8.6625
286,9.5
287,7.8958
288,13.0
289,7.75
290,78.85
291,91.0792
292,12.875
293,8.85
294,7.8958
295,27.7208
296,7.2292
297,151.55
298,30.5
299,247.5208
300,7.75
301,23.25
302,0.0
303,12.35
304,8.05
305,151.55
306,110.8833
307,108.9
308,24.0
309,56.9292
310,83.1583
311,262.375
312,26.0
313,7.8958
314,26.25
315,7.8542
316,26.0
317,14.0
318,164.8667
319,134.5
320,7.25
321,7.8958
322,12.35
323,29.0
324,69.55
325,135.6333
326,6.2375
327,13.0
328,20.525
329,57.9792
330,23.25
331,28.5
332,153.4625
333,18.0
334,133.65
335,7.8958
336,66.6
337,134.5
338,8.05
339,35.5
340,26.0
341,263.0
342,13.0
343,13.0
344,13.0
345,13.0
346,13.0
347,16.1
348,15.9
349,8.6625
350,9.225
351,35.0
352,7.2292
353,17.8
354,7.225
355,9.5
356,55.0
357,13.0
358,7.8792
359,7.8792
360,27.9
361,27.7208
362,14.4542
363,7.05
364,15.5
365,7.25
366,75.25
367,7.2292
368,7.75
369,69.3
370,55.4417
371,6.4958
372,8.05
373,135.6333
374,21.075
375,82.1708
376,7.25
377,211.5
378,4.0125
379,7.775
380,227.525
381,15.7417
382,7.925
383,52.0
384,7.8958
385,73.5
386,46.9
387,13.0
388,7.7292
389,12.0
390,120.0
391,7.7958
392,7.925
393,113.275
394,16.7
395,7.7958
396,7.8542
397,26.0
398,10.5
399,12.65
400,7.925
401,8.05
402,9.825
403,15.85
404,8.6625
405,21.0
406,7.75
407,18.75
408,7.775
409,25.4667
410,7.8958
411,6.8583
412,90.0
413,0.0
414,7.925
415,8.05
416,32.5
417,13.0
418,13.0
419,24.15
420,7.8958
421,7.7333
422,7.875
423,14.4
424,20.2125
425,7.25
426,26.0
427,26.0
428,7.75
429,8.05
430,26.55
431,16.1
432,26.0
433,7.125
434,55.9
435,120.0
436,34.375
437,18.75
438,263.0
439,10.5
440,26.25
441,9.5
442,7.775
443,13.0
444,8.1125
445,81.8583
446,19.5
447,26.55
448,19.2583
449,30.5
450,27.75
451,19.9667
452,27.75
453,89.1042
454,8.05
455,7.8958
456,26.55
457,51.8625
458,10.5
459,7.75
460,26.55
461,8.05
462,38.5
463,13.0
464,8.05
465,7.05
466,0.0
467,26.55
468,7.725
469,19.2583
470,7.25
471,8.6625
472,27.75
473,13.7917
474,9.8375
475,52.0
476,21.0
477,7.0458
478,7.5208
479,12.2875
480,46.9
481,0.0
482,8.05
483,9.5875
484,91.0792
485,25.4667
486,90.0
487,29.7
488,8.05
489,15.9
490,19.9667
491,7.25
492,30.5
493,49.5042
494,8.05
495,14.4583
496,78.2667
497,15.1
498,151.55
499,7.7958
500,8.6625
501,7.75
502,7.6292
503,9.5875
504,86.5
505,108.9
506,26.0
507,26.55
508,22.525
509,56.4958
510,7.75
511,8.05
512,26.2875
513,59.4
514,7.4958
515,34.0208
516,10.5
517,24.15
518,26.0
519,7.8958
520,93.5
521,7.8958
522,7.225
523,57.9792
524,7.2292
525,7.75
526,10.5
527,221.7792
528,7.925
529,11.5
530,26.0
531,7.2292
532,7.2292
533,22.3583
534,8.6625
535,26.25
536,26.55
537,106.425
538,14.5
539,49.5
540,71.0
541,31.275
542,31.275
543,26.0
544,106.425
545,26.0
546,26.0
547,13.8625
548,20.525
549,36.75
550,110.8833
551,26.0
552,7.8292
553,7.225
554,7.775
555,26.55
556,39.6
557,227.525
558,79.65
559,17.4
560,7.75
561,7.8958
562,13.5
563,8.05
564,8.05
565,24.15
566,7.8958
567,21.075
568,7.2292
569,7.8542
570,10.5
571,51.4792
572,26.3875
573,7.75
574,8.05
575,14.5
576,13.0
577,55.9
578,14.4583
579,7.925
580,30.0
581,110.8833
582,26.0
583,40.125
584,8.7125
585,79.65
586,15.0
587,79.2
588,8.05
589,8.05
590,7.125
591,78.2667
592,7.25
593,7.75
594,26.0
595,24.15
596,33.0
597,0.0
598,7.225
599,56.9292
600,27.0
601,7.8958
602,42.4
603,8.05
604,26.55
605,15.55
606,7.8958
607,30.5
608,41.5792
609,153.4625
610,31.275
611,7.05
612,15.5
613,7.75
614,8.05
615,65.0
616,14.4
617,16.1
618,39.0
619,10.5
620,14.4542
621,52.5542
622,15.7417
623,7.8542
624,16.1
625,32.3208
626,12.35
627,77.9583
628,7.8958
629,7.7333
630,30.0
631,7.0542
632,30.5
633,0.0
634,27.9
635,13.0
636,7.925
637,26.25
638,39.6875
639,16.1
640,7.8542
641,69.3
642,27.9
643,56.4958
644,19.2583
645,76.7292
646,7.8958
647,35.5
648,7.55
649,7.55
650,7.8958
651,23.0
652,8.4333
653,7.8292
654,6.75
655,73.5
656,7.8958
657,15.5
658,13.0
659,113.275
660,133.65
661,7.225
662,25.5875
663,7.4958
664,7.925
665,73.5
666,13.0
667,7.775
668,8.05
669,52.0
670,39.0
671,52.0
672,10.5
673,13.0
674,0.0
675,7.775
676,8.05
677,9.8417
678,46.9
679,512.3292
680,8.1375
681,76.7292
682,9.225
683,46.9
684,39.0
685,41.5792
686,39.6875
687,10.1708
688,7.7958
689,211.3375
690,57.0
691,13.4167
692,56.4958
693,7.225
694,26.55
695,13.5
696,8.05
697,7.7333
698,110.8833
699,7.65
700,227.525
701,26.2875
702,14.4542
703,7.7417
704,7.8542
705,26.0
706,13.5
707,26.2875
708,151.55
709,15.2458
710,49.5042
711,26.55
712,52.0
713,9.4833
714,13.0
715,7.65
716,227.525
717,10.5
718,15.5
719,7.775
720,33.0
721,7.0542
722,13.0
723,13.0
724,53.1
725,8.6625
726,21.0
727,7.7375
728,26.0
729,7.925
730,211.3375
731,18.7875
732,0.0
733,13.0
734,13.0
735,16.1
736,34.375
737,512.3292
738,7.8958
739,7.8958
740,30.0
741,78.85
742,262.375
743,16.1
744,7.925
745,71.0
746,20.25
747,13.0
748,53.1
749,7.75
750,23.0
751,12.475
752,9.5
753,7.8958
754,65.0
755,14.5
756,7.7958
757,11.5
758,8.05
759,86.5
760,14.5
761,7.125
762,7.2292
763,120.0
764,7.775
765,77.9583
766,39.6
767,7.75
768,24.15
769,8.3625
770,9.5
771,7.8542
772,10.5
773,7.225
774,23.0
775,7.75
776,7.75
777,12.475
778,7.7375
779,211.3375
780,7.2292
781,57.0
782,30.0
783,23.45
784,7.05
785,7.25
786,7.4958
787,29.125
788,20.575
789,79.2
790,7.75
791,26.0
792,69.55
793,30.6958
794,7.8958
795,13.0
796,25.9292
797,8.6833
798,7.2292
799,24.15
800,13.0
801,26.25
802,120.0
803,8.5167
804,6.975
805,7.775
806,0.0
807,7.775
808,13.0
809,53.1
810,7.8875
811,24.15
812,10.5
813,31.275
814,8.05
815,0.0
816,7.925
817,37.0042
818,6.45
819,27.9
820,93.5
821,8.6625
822,0.0
823,12.475
824,39.6875
825,6.95
826,56.4958
827,37.0042
828,7.75
829,80.0
830,14.4542
831,18.75
832,7.2292
833,7.8542
834,8.3
835,83.1583
836,8.6625
837,8.05
838,56.4958
839,29.7
840,7.925
841,10.5
842,31.0
843,6.4375
844,8.6625
845,7.55
846,69.55
847,7.8958
848,33.0
849,89.1042
850,31.275
851,7.775
852,15.2458
853,39.4
854,26.0
855,9.35
856,164.8667
857,26.55
858,19.2583
859,7.2292
860,14.1083
861,11.5
862,25.9292
863,69.55
864,13.0
865,13.0
866,13.8583
867,50.4958
868,9.5
869,11.1333
870,7.8958
871,52.5542
872,5.0
873,9.0
874,24.0
875,7.225
876,9.8458
877,7.8958
878,7.8958
879,83.1583
880,26.0
881,7.8958
882,10.5167
883,10.5
884,7.05
885,29.125
886,13.0
887,30.0
888,23.45
889,30.0
890,7.75
